Sigla;Codigo;Cidade;2020.03;2020.04;2020.05;2020.06;2020.07;2020.08;2020.09;2020.10;2020.11;2020.12;2021.01;2021.02;2021.03;2021.04;2021.05;2021.06;2021.07;2021.08
PR;4108452;Foz do Jordão;6;5;5;13;3;6;9;7;14;25;47;15;26;24;14;23;21;12
PR;4108502;General Carneiro;89;130;88;61;48;54;47;55;29;61;64;76;97;67;83;56;86;72
PR;4108551;Godoy Moreira;0;1;1;1;1;0;2;0;1;1;2;2;1;0;1;0;1;3
PR;4108601;Goioerê;131;121;110;79;112;78;96;109;94;100;99;128;117;116;107;122;128;120
PR;4108650;Goioxim;3;5;6;1;3;1;2;6;4;4;7;3;6;12;11;11;10;10
PR;4108700;Grandes Rios;6;6;3;6;3;7;0;7;6;12;5;6;9;10;8;6;7;8
PR;4108809;Guaíra;179;154;183;109;103;106;100;135;119;179;147;147;202;155;145;118;150;134
PR;4108908;Guairaçá;21;68;22;27;14;17;24;32;24;25;22;32;24;46;64;25;43;25
PR;4108957;Guamiranga;15;25;9;6;9;13;10;16;19;17;11;16;13;17;20;30;16;24
PR;4109005;Guapirama;17;6;12;11;12;9;6;11;5;16;11;17;10;14;18;12;16;22
PR;4109104;Guaporema;6;3;0;2;1;2;4;6;3;2;6;1;6;3;4;3;5;5
PR;4109203;Guaraci;10;15;7;11;4;9;14;15;13;14;14;14;26;10;21;13;11;7
PR;4109302;Guaraniaçu;60;82;70;29;57;34;32;70;34;93;51;63;57;56;48;54;39;64
PR;4109401;Guarapuava;1466;1250;1106;1037;971;1131;1338;1282;1210;1274;1420;1524;1548;1426;1550;1477;1589;1651
PR;4109500;Guaraqueçaba;4;2;3;0;0;2;4;3;8;18;8;1;13;3;5;1;2;0
PR;4109609;Guaratuba;419;298;146;88;87;102;119;146;171;180;365;393;254;234;210;165;223;232
PR;4109658;Honório Serpa;20;5;5;1;14;5;9;9;10;8;10;14;14;8;7;19;12;8
PR;4109708;Ibaiti;175;165;132;106;132;132;195;177;153;184;196;214;243;279;255;269;232;244
PR;4109757;Ibema;48;83;13;19;25;35;30;49;36;35;42;43;56;33;43;31;46;32
PR;4109807;Ibiporã;411;369;480;304;335;354;381;536;374;330;372;408;513;564;528;575;472;581
PR;4109906;Icaraíma;17;9;14;26;14;13;8;18;17;11;20;16;16;14;15;15;7;19
PR;4110003;Iguaraçu;66;71;55;24;30;30;44;39;41;23;71;101;121;72;35;42;49;45
PR;4110052;Iguatu;2;2;0;0;1;2;2;0;0;4;4;1;7;4;5;2;3;2
PR;4110078;Imbaú;36;42;35;34;24;22;42;34;29;35;59;69;55;61;80;56;59;70
PR;4110102;Imbituva;263;223;154;135;176;284;308;292;279;244;375;333;334;270;339;322;366;369
PR;4110201;Inácio Martins;39;54;32;34;41;28;36;28;40;31;31;49;49;26;62;37;53;68
PR;4110300;Inajá;1;2;1;2;2;3;2;0;0;3;0;0;0;0;1;1;0;2
PR;4110409;Indianópolis;10;13;15;16;15;15;34;26;30;16;37;27;38;23;42;34;32;20
PR;4110508;Ipiranga;15;18;38;13;11;28;15;17;20;24;20;35;50;35;30;28;56;50
PR;4110607;Iporã;54;47;56;36;41;35;54;28;35;32;49;42;55;64;62;79;85;68
PR;4110656;Iracema do Oeste;5;4;1;2;1;1;2;2;2;2;3;4;8;4;4;2;1;4
PR;4110706;Irati;322;338;624;212;217;253;249;250;258;234;328;308;266;331;269;318;322;344
PR;4110805;Iretama;30;37;32;13;224;24;11;18;22;19;21;14;24;19;20;33;16;29
PR;4110904;Itaguajé;4;6;3;2;5;10;4;4;19;3;15;13;14;16;15;17;8;7
PR;4110953;Itaipulândia;104;104;70;80;78;74;103;87;70;73;81;108;98;96;87;76;90;93
PR;4111001;Itambaracá;5;9;6;6;15;6;19;71;3;1;1;3;5;3;4;4;14;17
PR;4111100;Itambé;23;5;16;18;32;19;34;31;15;10;16;19;26;21;20;16;18;24
PR;4111209;Itapejara d'Oeste;105;66;76;70;64;71;93;93;94;80;109;96;114;118;120;108;119;150
PR;4111258;Itaperuçu;78;61;57;77;40;52;90;55;70;110;105;70;82;95;102;142;108;133
PR;4111308;Itaúna do Sul;7;2;10;9;3;7;8;5;2;6;15;9;13;11;6;9;8;7
PR;4111407;Ivaí;23;9;19;17;19;21;20;22;9;10;13;16;28;47;21;24;25;39
PR;4111506;Ivaiporã;137;185;113;86;84;127;95;111;106;184;142;177;130;127;162;141;144;202
PR;4111555;Ivaté;62;30;35;25;23;14;37;19;29;47;21;33;33;38;35;22;30;53
PR;4111605;Ivatuba;10;3;15;6;12;10;12;7;9;76;11;21;22;16;12;13;18;29
PR;4111704;Jaboti;24;4;7;6;0;8;14;7;5;8;4;7;11;8;7;17;12;9
PR;4111803;Jacarezinho;263;158;186;176;160;205;190;176;226;235;178;231;253;228;218;243;208;249
PR;4111902;Jaguapitã;222;246;238;115;140;212;219;274;231;223;233;229;264;222;295;156;106;117
PR;4112009;Jaguariaíva;241;205;207;211;212;198;201;215;210;311;298;261;328;260;285;323;308;323
PR;4112108;Jandaia do Sul;145;149;106;84;98;100;126;158;283;162;110;140;128;122;121;140;153;156
PR;4112207;Janiópolis;11;9;14;9;6;2;8;10;7;10;7;9;11;12;9;8;11;13
PR;4112306;Japira;10;7;2;1;10;3;9;5;3;6;13;22;17;12;12;16;13;7
PR;4112405;Japurá;76;177;58;44;60;58;71;64;78;98;65;106;68;64;64;53;65;63
PR;4112504;Jardim Alegre;19;16;19;28;23;21;26;29;27;26;40;45;64;27;32;39;44;40
PR;4112603;Jardim Olinda;2;1;2;0;6;4;8;5;6;9;11;6;16;5;13;15;5;1
PR;4112702;Jataizinho;33;20;27;23;23;24;28;28;35;39;25;27;50;35;31;36;46;29
PR;4112751;Jesuítas;39;33;24;9;18;12;14;28;7;29;25;21;33;42;26;28;38;21
PR;4112801;Joaquim Távora;124;113;69;133;97;110;106;84;123;98;94;110;120;123;114;130;113;208
PR;4112900;Jundiaí do Sul;2;1;1;1;3;0;1;0;0;1;0;1;0;0;2;1;1;3
PR;4112959;Juranda;27;27;21;28;15;23;21;26;27;27;32;17;29;17;17;22;25;20
PR;4113007;Jussara;54;153;28;184;42;32;33;48;47;72;42;31;39;41;48;33;39;54
PR;4113106;Kaloré;8;13;2;2;2;2;7;3;1;6;10;8;13;19;8;9;16;10
PR;4113205;Lapa;254;240;199;167;148;191;217;292;272;302;295;257;322;221;250;236;218;341
PR;4113254;Laranjal;4;5;1;2;3;2;2;8;10;3;2;10;15;9;2;7;3;10
PR;4113304;Laranjeiras do Sul;235;208;127;138;173;193;152;199;192;224;197;179;215;211;192;164;202;207
PR;4113403;Leópolis;1;9;5;0;8;2;7;7;3;9;1;4;1;6;6;2;1;2
PR;4113429;Lidianópolis;8;2;2;1;5;4;4;5;5;9;3;7;7;12;6;11;10;8
PR;4113452;Lindoeste;26;33;11;28;29;18;13;23;22;28;23;27;46;19;22;22;25;23
PR;4113502;Loanda;151;126;110;86;125;120;127;139;106;107;129;128;158;124;107;130;135;168
PR;4113601;Lobato;12;46;3;5;5;6;12;10;10;11;7;7;13;13;11;8;23;17
PR;4113700;Londrina;6568;5807;4175;3926;3691;4388;4864;5097;4637;5087;5261;5883;6322;5489;6782;5345;5945;6257
PR;4113734;Luiziana;10;22;15;10;11;11;10;19;14;19;8;17;4;12;16;21;9;14
PR;4113759;Lunardelli;3;4;3;6;1;3;0;2;2;3;1;1;5;3;1;1;1;4
PR;4113809;Lupionópolis;22;11;8;7;16;6;11;20;6;12;9;17;32;15;4;8;8;9
PR;4113908;Mallet;50;59;61;32;57;55;48;56;48;69;61;63;99;73;64;61;82;75
PR;4114005;Mamborê;41;23;22;30;28;32;26;28;19;25;28;26;41;24;18;32;39;35
PR;4114104;Mandaguaçu;162;111;130;90;113;106;125;132;116;149;121;132;140;151;154;179;113;148
PR;4114203;Mandaguari;290;301;244;240;279;299;245;244;290;322;308;303;324;293;291;286;403;350
PR;4114302;Mandirituba;145;126;106;101;90;113;111;121;126;170;139;160;162;139;153;137;130;223
PR;4114351;Manfrinópolis;11;10;11;7;5;12;3;15;13;20;22;22;39;16;5;8;18;19
PR;4114401;Mangueirinha;71;88;49;42;31;61;51;54;57;89;48;86;107;91;67;61;80;67
PR;4114500;Manoel Ribas;23;41;20;26;15;15;23;24;20;28;39;29;53;31;40;27;25;61
PR;4114609;Marechal Cândido Rondon;551;540;472;415;455;527;657;622;654;664;570;693;722;684;662;623;708;695
PR;4114708;Maria Helena;19;9;6;9;3;7;5;4;3;5;6;7;3;14;6;9;20;15
PR;4114807;Marialva;220;187;194;179;167;204;220;215;201;218;275;309;247;237;280;235;279;284
PR;4114906;Marilândia do Sul;12;10;21;10;17;2;15;16;7;9;12;15;13;13;10;16;22;32
PR;4115002;Marilena;33;73;42;64;32;26;28;41;27;38;34;33;49;35;34;38;34;37
PR;4115101;Mariluz;7;11;18;7;13;10;5;13;4;15;24;9;18;18;7;16;12;17
PR;4115200;Maringá;7008;5664;4650;4436;4238;4698;4805;5276;4608;5355;5563;5971;6432;5401;5397;5737;6295;6545
PR;4115309;Mariópolis;31;23;12;18;26;16;20;41;44;24;41;29;50;41;47;42;35;47
PR;4115358;Maripá;32;35;18;19;23;24;31;31;34;21;32;45;42;32;37;32;33;27
PR;4115408;Marmeleiro;87;114;64;59;66;68;87;70;100;125;92;100;121;97;113;106;120;126
PR;4115457;Marquinho;3;3;4;4;0;2;3;4;3;5;6;7;1;5;3;10;3;4
PR;4115507;Marumbi;16;11;15;12;20;8;18;26;50;9;13;19;26;15;30;26;29;45
PR;4115606;Matelândia;351;305;398;362;517;437;441;430;333;415;416;434;455;370;381;447;447;375
PR;4115705;Matinhos;409;223;148;90;122;104;139;153;194;202;291;347;280;175;199;145;198;214
PR;4115739;Mato Rico;2;1;0;1;1;1;0;2;1;0;3;3;2;0;0;0;1;3
PR;4115754;Mauá da Serra;47;26;40;12;20;28;25;43;33;37;39;41;45;28;37;32;45;35
PR;4115804;Medianeira;555;511;509;471;494;552;632;583;596;575;605;636;676;610;593;676;743;769
PR;4115853;Mercedes;32;22;13;30;30;23;28;31;23;21;40;26;44;27;32;17;26;26
PR;4115903;Mirador;4;2;7;7;3;6;5;11;6;4;6;10;8;7;6;8;14;11
PR;4116000;Miraselva;0;3;0;1;0;1;0;0;0;0;1;1;2;0;0;7;0;1
PR;4116059;Missal;44;57;41;26;34;43;52;54;53;45;65;57;55;41;43;31;46;60
PR;4116109;Moreira Sales;24;14;18;8;12;15;12;12;14;18;18;20;20;8;18;11;20;18
PR;4116208;Morretes;49;44;24;49;30;32;47;36;40;33;33;53;68;58;50;52;69;60
PR;4116307;Munhoz de Melo;39;18;10;5;4;11;15;10;4;16;3;13;8;11;21;3;6;6
PR;4116406;Nossa Senhora das Graças;3;4;2;2;3;0;2;0;2;1;1;6;2;0;0;3;3;1
PR;4116505;Nova Aliança do Ivaí;2;2;4;2;0;1;0;1;3;4;6;4;1;7;10;1;1;2
PR;4116604;Nova América da Colina;3;2;6;10;4;5;5;4;5;6;25;2;3;7;8;6;21;6
PR;4116703;Nova Aurora;120;93;94;68;65;96;87;90;89;101;69;97;124;87;119;110;161;182
PR;4116802;Nova Cantu;13;10;6;4;4;5;9;10;2;4;8;8;7;11;7;6;7;6
PR;4116901;Nova Esperança;130;109;99;100;103;74;109;123;88;162;116;110;123;160;131;129;125;103
PR;4116950;Nova Esperança do Sudoeste;28;23;17;15;26;18;13;24;16;32;19;46;32;14;19;23;30;21
PR;4117008;Nova Fátima;10;31;21;7;9;12;7;9;10;15;18;12;19;16;7;16;15;20
PR;4117057;Nova Laranjeiras;16;10;1;9;8;8;13;7;11;11;11;13;14;14;19;22;13;21
PR;4117107;Nova Londrina;75;112;57;211;67;77;95;80;78;128;101;101;93;88;87;97;80;113
PR;4117206;Nova Olímpia;25;33;20;9;7;12;14;10;13;24;15;12;16;22;10;8;16;33
PR;4117214;Nova Santa Bárbara;2;2;2;0;8;0;3;1;1;4;1;2;2;1;10;3;11;3
PR;4117222;Nova Santa Rosa;42;43;35;32;32;38;40;50;59;45;49;78;67;42;75;61;66;60
PR;4117255;Nova Prata do Iguaçu;40;42;37;22;34;35;34;42;47;30;36;35;54;49;46;37;43;54
PR;4117271;Nova Tebas;6;5;4;3;3;6;6;3;3;3;1;4;8;6;4;4;6;11
PR;4117297;Novo Itacolomi;2;7;37;4;9;8;6;10;5;5;4;7;7;7;6;13;10;10
PR;4117305;Ortigueira;328;156;197;287;254;317;381;395;376;847;486;398;585;272;624;593;682;1079
PR;4117404;Ourizona;4;0;5;4;6;5;8;4;3;5;3;2;9;3;9;2;5;4
PR;4117453;Ouro Verde do Oeste;16;6;10;30;10;14;15;0;5;14;8;17;17;35;9;14;18;22
PR;4117503;Paiçandu;331;177;208;182;113;124;176;196;192;169;240;183;175;173;218;209;240;220
PR;4117602;Palmas;376;295;238;242;274;353;355;361;330;338;405;424;476;427;420;413;405;494
PR;4117701;Palmeira;216;258;148;148;194;161;163;190;178;228;290;242;250;248;245;234;257;307
PR;4117800;Palmital;26;17;18;21;11;18;32;19;26;13;37;40;30;33;27;22;22;31
PR;4117909;Palotina;465;365;394;358;379;432;532;504;464;440;554;498;607;445;614;498;564;641
PR;4118006;Paraíso do Norte;117;115;101;118;89;290;144;91;187;89;94;124;130;85;109;142;103;421
PR;4118105;Paranacity;71;34;28;41;60;48;27;35;53;46;19;24;43;50;34;32;33;50
PR;4118204;Paranaguá;1109;950;735;822;780;811;867;878;864;878;846;956;1052;866;982;937;991;1091
PR;4118303;Paranapoema;8;0;11;2;4;4;2;8;3;1;7;8;12;11;3;4;7;5
PR;4118402;Paranavaí;688;825;523;572;493;505;548;562;495;640;625;760;680;617;559;706;678;755
PR;4118451;Pato Bragado;46;77;22;35;30;28;40;74;28;48;33;40;36;37;56;59;51;60
PR;4118501;Pato Branco;1297;1415;956;793;955;953;1071;1134;1419;1276;1261;1390;1443;1287;1277;1490;1611;1642
PR;4118600;Paula Freitas;29;27;9;13;14;28;16;22;29;23;27;26;26;38;16;36;26;24
PR;4118709;Paulo Frontin;7;39;18;11;7;5;8;12;10;12;14;13;13;25;22;14;12;20
PR;4118808;Peabiru;32;14;13;7;19;25;29;20;21;35;26;42;29;37;24;35;44;37
PR;4118857;Perobal;21;15;6;12;16;10;12;20;16;17;8;19;21;14;19;24;13;26
PR;4118907;Pérola;63;193;22;20;28;47;64;45;77;57;51;71;63;67;57;50;37;50
PR;4119004;Pérola d'Oeste;30;28;13;15;12;11;9;20;18;17;27;16;15;18;14;16;26;15
