Sigla;Codigo;Cidade;2020.03;2020.04;2020.05;2020.06;2020.07;2020.08;2020.09;2020.10;2020.11;2020.12;2021.01;2021.02;2021.03;2021.04;2021.05;2021.06;2021.07;2021.08
PR;4119103;Piên;74;402;42;43;106;115;149;129;114;108;141;153;235;184;80;75;78;107
PR;4119152;Pinhais;1757;1806;1353;1051;1200;1278;1338;1293;1195;1424;1325;1595;1659;1405;1594;1522;1668;1631
PR;4119202;Pinhalão;12;15;9;4;7;16;12;17;10;16;16;14;26;58;22;15;13;12
PR;4119251;Pinhal de São Bento;27;14;5;0;1;4;2;0;6;45;2;4;7;6;2;3;13;22
PR;4119301;Pinhão;83;69;45;69;46;63;71;72;80;71;114;81;72;83;83;81;100;238
PR;4119400;Piraí do Sul;138;137;240;190;127;184;97;96;124;164;226;179;201;220;120;102;158;119
PR;4119509;Piraquara;285;217;174;140;133;195;224;214;226;268;219;238;223;224;258;265;277;283
PR;4119608;Pitanga;141;140;95;79;79;97;120;107;112;136;124;127;157;152;127;123;153;152
PR;4119657;Pitangueiras;7;30;3;4;2;2;3;2;3;6;9;1;7;9;6;1;7;11
PR;4119707;Planaltina do Paraná;12;12;7;7;5;18;8;7;5;8;9;15;16;12;20;7;14;25
PR;4119806;Planalto;55;35;50;35;48;37;42;50;49;53;56;50;65;74;56;59;62;63
PR;4119905;Ponta Grossa;2828;2709;2245;2030;2123;2343;2888;2848;2995;3244;3048;3474;3741;3112;3782;3522;3599;3772
PR;4119954;Pontal do Paraná;157;140;86;78;85;90;121;125;112;160;201;209;174;140;123;115;136;123
PR;4120002;Porecatu;26;44;18;18;23;21;16;18;23;30;42;43;40;28;35;33;47;40
PR;4120101;Porto Amazonas;22;31;10;15;9;17;14;10;13;9;13;32;15;12;19;30;27;21
PR;4120150;Porto Barreiro;0;4;1;1;5;1;1;2;4;0;1;0;6;6;0;3;2;2
PR;4120200;Porto Rico;12;28;7;9;7;13;14;15;19;15;13;18;15;22;8;16;12;11
PR;4120309;Porto Vitória;9;13;9;6;7;11;7;7;9;5;11;7;8;7;5;7;23;11
PR;4120333;Prado Ferreira;21;35;30;16;16;22;17;35;14;47;36;36;41;33;28;22;23;35
PR;4120358;Pranchita;21;41;10;21;21;20;31;29;21;20;25;18;41;27;33;34;26;36
PR;4120408;Presidente Castelo Branco;16;8;16;7;11;4;12;16;14;34;12;10;6;11;10;14;16;10
PR;4120507;Primeiro de Maio;20;13;14;4;12;14;7;11;20;21;19;19;16;10;14;21;17;30
PR;4120606;Prudentópolis;192;172;140;160;119;119;157;138;142;131;190;184;186;188;195;215;222;272
PR;4120655;Quarto Centenário;6;10;11;7;11;10;13;9;10;18;8;6;7;11;7;22;8;21
PR;4120705;Quatiguá;35;65;23;13;44;28;28;37;33;38;40;34;55;27;35;39;43;41
PR;4120804;Quatro Barras;387;350;459;149;130;268;290;375;335;459;598;570;768;723;735;569;515;480
PR;4120853;Quatro Pontes;21;28;18;20;11;13;26;28;23;21;21;21;23;29;22;20;28;27
PR;4120903;Quedas do Iguaçu;167;188;100;90;104;135;135;149;131;189;139;141;152;137;123;130;168;173
PR;4121000;Querência do Norte;27;26;11;8;12;28;12;19;16;17;16;27;39;26;25;23;28;27
PR;4121109;Quinta do Sol;5;0;3;5;3;9;3;7;2;7;4;5;9;7;8;1;13;9
PR;4121208;Quitandinha;13;49;33;12;13;33;26;22;31;19;36;25;38;32;41;47;37;36
PR;4121257;Ramilândia;2;3;2;4;3;5;5;4;2;5;6;5;6;4;6;0;2;4
PR;4121307;Rancho Alegre;1;0;2;2;1;5;1;0;2;3;2;5;1;2;4;3;6;2
PR;4121356;Rancho Alegre D'Oeste;2;2;2;1;3;1;6;7;5;5;2;2;3;8;5;10;1;2
PR;4121406;Realeza;147;152;94;85;101;93;106;119;102;127;115;149;165;149;143;153;140;177
PR;4121505;Rebouças;37;50;38;49;25;27;19;35;26;31;52;42;53;59;70;48;48;60
PR;4121604;Renascença;44;67;21;22;39;40;43;43;39;35;39;42;41;44;49;40;53;46
PR;4121703;Reserva;83;146;60;56;82;69;57;58;51;77;100;82;92;110;94;104;98;103
PR;4121752;Reserva do Iguaçu;26;14;38;15;11;7;15;12;9;10;8;18;13;13;14;13;16;20
PR;4121802;Ribeirão Claro;88;30;38;23;17;35;32;30;33;23;55;44;44;31;28;36;111;63
PR;4121901;Ribeirão do Pinhal;39;33;20;15;11;16;36;10;11;12;22;20;12;34;29;20;17;23
PR;4122008;Rio Azul;37;29;70;53;60;40;39;31;43;43;65;45;57;63;80;76;60;61
PR;4122107;Rio Bom;14;17;11;13;15;9;18;14;16;5;18;18;17;16;31;19;23;23
PR;4122156;Rio Bonito do Iguaçu;26;24;11;16;10;18;23;26;27;17;30;17;36;31;14;24;24;25
PR;4122172;Rio Branco do Ivaí;4;4;4;5;5;1;3;3;4;2;3;2;1;0;4;4;9;4
PR;4122206;Rio Branco do Sul;113;84;142;94;89;73;75;88;119;116;134;132;107;118;134;113;133;126
PR;4122305;Rio Negro;285;255;216;248;436;448;863;210;187;253;251;284;309;260;245;303;937;369
PR;4122404;Rolândia;658;528;523;505;490;595;670;791;666;677;598;766;692;696;899;784;862;972
PR;4122503;Roncador;39;14;13;6;17;24;15;26;15;29;32;24;23;21;21;26;17;22
PR;4122602;Rondon;113;243;28;34;49;72;81;69;73;74;180;142;156;123;108;46;52;53
PR;4122651;Rosário do Ivaí;15;6;4;2;4;3;3;7;4;6;21;13;9;7;5;9;6;19
PR;4122701;Sabáudia;128;300;115;94;112;119;138;163;120;148;135;171;158;159;161;178;136;171
PR;4122800;Salgado Filho;22;50;24;10;23;17;16;13;14;22;26;25;42;31;27;28;20;30
PR;4122909;Salto do Itararé;11;41;19;20;31;9;10;5;22;7;14;15;7;13;12;9;10;9
PR;4123006;Salto do Lontra;136;91;57;83;79;134;103;97;96;134;82;104;107;80;56;104;102;113
PR;4123105;Santa Amélia;10;3;4;0;5;1;4;5;1;26;5;7;10;14;1;3;3;7
PR;4123204;Santa Cecília do Pavão;0;1;3;2;1;1;0;8;3;3;1;14;2;7;5;6;4;4
PR;4123303;Santa Cruz de Monte Castelo;19;15;19;14;21;17;24;20;13;22;24;11;28;13;23;22;16;26
PR;4123402;Santa Fé;68;47;59;61;40;57;33;46;37;40;44;45;53;58;44;26;82;66
PR;4123501;Santa Helena;172;135;111;91;114;92;136;136;119;124;181;161;174;167;179;164;172;206
PR;4123600;Santa Inês;1;0;0;2;0;1;0;0;1;0;0;0;1;6;1;0;1;1
PR;4123709;Santa Isabel do Ivaí;30;22;34;18;12;29;19;25;18;21;21;29;26;21;23;18;25;21
PR;4123808;Santa Izabel do Oeste;65;60;45;43;46;86;75;62;47;114;67;71;79;84;86;60;74;81
PR;4123824;Santa Lúcia;27;18;10;7;14;21;20;15;21;15;20;22;18;29;18;15;16;24
PR;4123857;Santa Maria do Oeste;26;9;9;7;11;9;7;17;15;17;8;5;24;10;13;17;9;17
PR;4123907;Santa Mariana;34;20;7;10;16;13;33;27;23;23;26;22;39;37;35;10;18;33
PR;4123956;Santa Mônica;7;7;3;5;0;4;9;13;9;6;7;8;8;7;5;3;9;7
PR;4124004;Santana do Itararé;32;12;7;4;3;7;1;5;5;7;8;7;8;3;3;3;9;8
PR;4124020;Santa Tereza do Oeste;90;94;71;60;64;68;82;100;63;94;83;99;93;74;70;84;90;86
PR;4124053;Santa Terezinha de Itaipu;92;96;68;60;71;63;73;85;86;96;73;103;105;77;92;86;108;92
PR;4124103;Santo Antônio da Platina;291;303;314;155;159;161;182;180;178;193;242;281;229;193;195;180;211;262
PR;4124202;Santo Antônio do Caiuá;7;1;2;4;1;2;2;3;2;4;4;4;4;1;1;2;4;1
PR;4124301;Santo Antônio do Paraíso;0;3;4;3;4;3;5;0;0;1;5;1;0;4;5;4;3;4
PR;4124400;Santo Antônio do Sudoeste;176;186;91;96;90;96;93;119;93;137;110;129;143;130;106;116;138;143
PR;4124509;Santo Inácio;47;47;44;92;37;57;56;67;288;67;103;72;93;132;103;89;76;139
PR;4124608;São Carlos do Ivaí;35;44;34;35;46;53;33;42;165;69;35;41;49;45;81;41;57;39
PR;4124707;São Jerônimo da Serra;4;7;3;6;8;3;4;9;4;11;8;9;11;6;8;7;8;6
PR;4124806;São João;98;124;122;92;70;73;79;82;107;86;91;95;126;96;81;110;98;89
PR;4124905;São João do Caiuá;9;8;8;12;4;10;12;9;13;11;5;14;16;42;2;15;19;17
PR;4125001;São João do Ivaí;16;15;12;13;17;13;9;13;10;17;20;14;24;14;21;28;15;19
PR;4125100;São João do Triunfo;29;48;17;9;19;6;32;23;26;12;8;23;9;18;23;33;19;15
PR;4125209;São Jorge d'Oeste;91;71;70;62;52;59;78;76;66;59;95;73;88;96;80;61;93;94
PR;4125308;São Jorge do Ivaí;34;13;12;13;19;22;27;12;16;15;23;20;32;13;7;16;19;27
PR;4125357;São Jorge do Patrocínio;36;14;9;13;9;15;9;11;6;7;10;18;25;19;10;10;16;14
PR;4125407;São José da Boa Vista;11;7;2;8;9;10;15;16;15;31;23;32;5;4;5;5;6;14
PR;4125456;São José das Palmeiras;4;7;8;10;4;4;5;6;3;6;7;9;4;7;8;10;13;6
PR;4125506;São José dos Pinhais;3348;4067;3084;2005;3005;2590;2762;3270;2862;3500;3050;3245;3517;3051;3424;3063;3444;3576
PR;4125555;São Manoel do Paraná;6;5;10;3;1;6;7;7;2;16;10;12;7;3;10;4;13;9
PR;4125605;São Mateus do Sul;378;268;312;205;206;232;257;285;844;788;314;334;278;293;323;300;381;292
PR;4125704;São Miguel do Iguaçu;176;171;132;108;132;140;198;175;179;218;180;188;228;211;254;250;241;244
PR;4125753;São Pedro do Iguaçu;6;14;8;1;6;8;6;10;10;9;6;9;19;9;8;5;6;9
PR;4125803;São Pedro do Ivaí;37;35;34;33;35;14;32;43;147;51;38;31;28;40;46;48;55;41
PR;4125902;São Pedro do Paraná;11;19;6;9;5;2;4;7;8;3;6;6;18;4;9;8;17;9
PR;4126009;São Sebastião da Amoreira;80;8;6;4;4;3;9;5;9;11;12;8;8;7;15;6;15;14
PR;4126108;São Tomé;75;25;19;16;18;22;39;27;24;16;17;17;27;22;18;20;16;32
PR;4126207;Sapopema;22;15;22;17;11;17;10;11;13;28;15;16;23;17;27;35;21;37
PR;4126256;Sarandi;455;458;297;250;291;315;417;416;362;379;428;458;510;464;433;484;512;642
PR;4126272;Saudade do Iguaçu;43;35;19;23;23;22;25;29;29;54;25;24;36;49;23;28;37;47
PR;4126306;Sengés;82;88;82;69;90;67;76;90;101;99;127;90;100;102;182;160;144;116
PR;4126355;Serranópolis do Iguaçu;11;10;6;8;13;12;5;7;10;9;20;18;19;19;18;15;19;13
PR;4126405;Sertaneja;9;22;16;9;18;11;26;16;11;23;15;15;20;17;17;20;17;21
PR;4126504;Sertanópolis;76;57;49;38;55;28;43;57;49;43;54;45;75;95;69;72;71;72
PR;4126603;Siqueira Campos;231;196;128;145;129;168;189;165;184;204;243;218;218;206;175;178;215;184
PR;4126652;Sulina;18;1;6;7;7;4;7;7;6;5;8;14;12;6;10;0;8;9
PR;4126678;Tamarana;26;20;25;24;11;16;15;26;21;23;24;32;42;23;19;23;25;31
PR;4126702;Tamboara;19;13;11;8;5;14;12;10;40;15;7;15;11;10;9;10;17;10
PR;4126801;Tapejara;287;117;109;80;72;64;66;86;78;103;100;121;174;187;81;89;91;104
PR;4126900;Tapira;25;25;10;14;10;9;6;7;13;9;28;8;6;9;8;7;14;9
PR;4127007;Teixeira Soares;27;21;9;15;24;26;23;25;34;29;34;40;48;29;34;43;45;43
PR;4127106;Telêmaco Borba;631;482;514;616;517;523;575;695;541;666;607;783;887;577;678;625;663;682
PR;4127205;Terra Boa;175;203;58;59;49;52;72;71;63;94;70;117;94;73;128;87;106;90
PR;4127304;Terra Rica;38;54;22;28;22;28;29;30;47;33;27;35;58;39;38;42;46;63
PR;4127403;Terra Roxa;59;119;125;57;60;32;46;54;60;81;64;73;103;89;76;94;105;93
PR;4127502;Tibagi;81;44;34;29;40;39;41;50;46;93;56;63;64;65;58;66;110;94
PR;4127601;Tijucas do Sul;36;56;35;44;48;38;60;57;46;38;38;43;50;36;43;53;55;73
PR;4127700;Toledo;1831;1522;1193;1513;1415;1498;1551;1704;1718;1871;1694;2054;2013;1846;1918;2117;2207;2276
PR;4127809;Tomazina;26;28;12;9;14;13;15;10;1;13;16;22;23;16;19;15;20;17
PR;4127858;Três Barras do Paraná;45;42;14;24;24;31;43;42;47;54;55;52;48;46;45;39;60;59
PR;4127882;Tunas do Paraná;18;29;44;23;23;15;29;25;18;23;37;41;22;28;20;27;37;50
PR;4127908;Tuneiras do Oeste;9;2;1;11;7;10;16;13;23;19;3;11;9;14;14;23;23;15
PR;4127957;Tupãssi;21;19;13;8;1;11;7;13;7;27;18;24;17;15;10;24;15;17
PR;4127965;Turvo;59;58;36;63;47;49;57;56;67;50;55;73;85;54;69;63;110;70
PR;4128005;Ubiratã;346;234;207;240;221;273;296;335;294;331;405;342;421;346;350;385;372;323
PR;4128104;Umuarama;1141;849;682;686;710;829;834;969;815;933;828;992;1005;927;1022;1169;1088;1172
PR;4128203;União da Vitória;439;396;281;264;277;318;348;384;429;420;455;464;467;422;444;521;487;517
PR;4128302;Uniflor;10;12;3;11;2;6;14;7;6;10;3;3;3;1;5;5;4;7
PR;4128401;Uraí;24;32;13;13;17;14;9;31;26;41;19;25;35;8;33;27;26;19
PR;4128500;Wenceslau Braz;172;104;65;43;89;68;50;65;78;61;79;81;124;136;90;105;96;111
PR;4128534;Ventania;28;44;21;11;16;26;25;27;20;25;37;48;34;28;43;49;33;28
PR;4128559;Vera Cruz do Oeste;31;19;11;5;22;19;14;19;16;15;24;19;31;34;24;23;21;24
PR;4128609;Verê;25;25;18;21;23;24;20;43;32;33;18;36;47;46;27;37;27;46
PR;4128625;Vila Alta;8;4;6;2;6;1;5;6;6;2;6;9;6;6;12;7;9;7
PR;4128633;Doutor Ulysses;0;0;0;0;1;0;0;1;0;0;1;2;0;0;0;1;2;0
PR;4128658;Virmond;15;12;3;9;5;5;9;15;13;5;8;6;18;22;8;14;9;6
PR;4128708;Vitorino;61;59;58;45;67;65;73;79;72;83;50;55;81;62;56;65;63;85
PR;4128807;Xambrê;5;7;3;3;5;5;9;4;0;3;5;5;7;5;3;7;6;4
PR;4199919;Assunguy de Cima;;;;;;;;;;;;;;;;;;
PR;4199929;Conchas;;;;;;;;;;;;;;;;;;
PR;4199939;Palmira;;;;;;;;;;;;;;;;;;
PR;4199949;Porto de Cima;;;;;;;;;;;;;;;;;;
