Sigla,Codigo,Cidade,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08
PR,4103701,Cambé,816,281,385,684,739,821,952,1025,940,633,993,1057,1321,1040,981,1020,1077,1146
PR,4103800,Cambira,38,26,49,55,43,38,58,33,34,23,36,35,45,54,46,80,81,98
PR,4103909,Campina da Lagoa,31,15,25,25,24,42,38,40,46,46,20,66,29,46,43,43,61,51
PR,4103958,Campina do Simão,11,0,11,1,4,2,18,7,2,17,7,21,4,9,2,8,7,8
PR,4104006,Campina Grande do Sul,216,106,114,133,255,217,278,339,371,266,277,358,357,354,276,308,307,323
PR,4104055,Campo Bonito,9,3,4,4,6,1,3,5,3,9,5,14,8,9,9,5,8,9
PR,4104105,Campo do Tenente,27,12,17,9,20,10,20,34,22,23,39,33,88,28,38,39,27,57
PR,4104204,Campo Largo,800,593,487,764,780,732,1046,1256,1033,874,1033,1131,1230,996,1096,1300,1148,1239
PR,4104253,Campo Magro,81,49,58,72,108,96,74,100,91,58,105,145,103,91,91,120,122,102
PR,4104303,Campo Mourão,661,294,329,587,653,769,801,814,857,726,877,1087,892,803,794,712,928,1147
PR,4104402,Cândido de Abreu,22,14,9,15,12,13,18,13,16,24,25,35,27,23,36,39,35,33
PR,4104428,Candói,44,42,42,38,40,62,58,68,54,78,61,72,70,59,68,69,72,84
PR,4104451,Cantagalo,22,15,16,11,22,26,32,20,23,19,39,32,29,29,49,46,35,65
PR,4104501,Capanema,221,111,158,115,154,153,370,190,208,155,164,215,185,130,205,159,165,179
PR,4104600,Capitão Leônidas Marques,80,54,58,109,143,134,172,161,151,70,193,135,122,123,159,136,145,152
PR,4104659,Carambeí,167,168,179,224,244,135,198,215,186,243,232,237,294,253,242,291,203,266
PR,4104709,Carlópolis,62,26,46,34,44,34,46,55,62,59,127,91,63,54,62,48,54,70
PR,4104808,Cascavel,4578,1940,2895,3416,3395,3928,4767,5553,5037,4053,5566,6356,5916,5411,5144,5577,5717,5830
PR,4104907,Castro,509,287,337,341,452,453,479,633,562,491,541,801,662,621,602,657,672,711
PR,4105003,Catanduvas,49,11,16,22,35,43,30,53,25,45,30,43,42,36,80,40,34,32
PR,4105102,Centenário do Sul,15,17,9,6,10,22,23,22,13,5,33,32,18,36,29,51,58,58
PR,4105201,Cerro Azul,4,5,6,2,7,6,8,7,15,7,6,10,8,6,9,21,20,19
PR,4105300,Céu Azul,101,47,62,78,71,108,102,131,88,63,121,111,99,101,89,89,122,112
PR,4105409,Chopinzinho,141,78,98,130,151,196,186,181,208,107,152,189,194,159,171,150,224,294
PR,4105508,Cianorte,807,246,390,573,591,572,671,860,719,668,946,1148,878,781,814,889,893,1149
PR,4105607,Cidade Gaúcha,131,50,26,83,97,46,106,88,49,60,97,153,151,93,120,73,82,78
PR,4105706,Clevelândia,59,21,25,32,51,93,56,82,70,24,86,136,137,107,115,102,115,117
PR,4105805,Colombo,1428,654,796,963,1189,1391,1494,1627,1761,1128,1771,1994,1675,1510,1630,1665,1639,2209
PR,4105904,Colorado,125,308,84,83,94,149,103,134,121,92,142,163,195,373,143,168,146,165
PR,4106001,Congonhinhas,15,11,4,11,12,9,7,20,13,6,7,17,14,7,6,8,16,16
PR,4106100,Conselheiro Mairinck,4,1,2,2,0,5,3,4,4,4,9,3,0,2,2,4,2,18
PR,4106209,Contenda,72,30,25,61,68,45,36,36,85,107,80,115,92,122,82,77,75,68
PR,4106308,Corbélia,99,63,81,69,52,92,85,152,108,74,109,174,129,103,118,130,132,171
PR,4106407,Cornélio Procópio,769,331,526,329,424,421,465,714,503,510,415,1061,733,504,574,572,635,748
PR,4106456,Coronel Domingos Soares,29,8,31,20,28,39,52,30,52,24,72,58,20,43,47,59,33,53
PR,4106506,Coronel Vivida,169,64,95,92,114,134,178,172,207,147,202,201,224,222,188,277,233,230
PR,4106555,Corumbataí do Sul,5,1,2,2,4,3,1,3,3,5,2,58,1,9,6,3,8,8
PR,4106571,Cruzeiro do Iguaçu,26,7,14,8,8,18,12,14,20,3,13,43,28,26,21,16,19,69
PR,4106605,Cruzeiro do Oeste,104,89,74,193,124,118,64,92,201,172,93,61,111,97,210,186,152,177
PR,4106704,Cruzeiro do Sul,4,9,2,6,1,5,4,5,2,1,1,7,4,4,2,6,11,6
PR,4106803,Cruz Machado,24,24,10,17,26,24,20,28,29,24,30,37,35,37,37,23,45,31
PR,4106852,Cruzmaltina,4,4,4,3,2,0,0,1,10,7,2,9,5,5,2,4,11,5
PR,4106902,Curitiba,29448,12151,16074,20826,18660,26096,29424,39068,35914,26987,33512,43139,35339,29728,34676,32072,35813,40439
PR,4107009,Curiúva,54,24,17,13,54,56,44,35,48,24,43,105,41,29,37,88,45,60
PR,4107108,Diamante do Norte,29,16,3,19,4,11,23,14,5,0,22,23,24,10,8,8,15,18
PR,4107124,Diamante do Sul,5,0,0,3,2,0,1,2,0,0,8,3,6,2,4,1,2,3
PR,4107157,Diamante D'Oeste,5,1,1,2,3,0,3,1,37,5,7,3,9,4,1,0,1,5
PR,4107207,Dois Vizinhos,424,304,337,356,458,528,485,620,525,510,572,623,567,544,595,565,548,670
PR,4107256,Douradina,31,21,18,21,34,87,68,73,41,40,59,67,44,48,51,56,54,76
PR,4107306,Doutor Camargo,17,9,15,10,16,11,10,15,7,14,15,19,17,21,20,32,14,24
PR,4107405,Enéas Marques,30,23,16,21,22,15,27,28,26,15,43,38,44,28,22,26,19,35
PR,4107504,Engenheiro Beltrão,49,16,8,33,34,31,33,35,32,43,68,62,41,22,42,65,44,48
PR,4107520,Esperança Nova,2,1,2,1,1,1,2,4,4,0,1,10,1,1,3,4,0,1
PR,4107538,Entre Rios do Oeste,45,10,16,17,21,32,27,28,22,15,62,44,61,41,25,45,32,42
PR,4107546,Espigão Alto do Iguaçu,3,7,2,3,4,6,8,5,11,2,12,28,7,13,7,5,18,8
PR,4107553,Farol,1,0,1,2,1,1,4,1,1,0,5,4,1,1,2,4,3,3
PR,4107603,Faxinal,46,24,13,28,30,44,28,44,30,22,38,72,58,45,35,38,47,49
PR,4107652,Fazenda Rio Grande,745,272,335,447,592,869,913,884,1159,613,1177,975,904,671,805,802,923,996
PR,4107702,Fênix,10,5,1,4,4,6,7,22,2,10,8,14,48,22,21,17,22,23
PR,4107736,Fernandes Pinheiro,13,3,6,4,6,19,17,18,17,22,18,16,16,21,16,22,22,21
PR,4107751,Figueira,11,7,8,19,16,28,32,23,34,13,48,27,33,30,30,31,25,42
PR,4107801,Floraí,28,6,8,7,63,33,14,20,13,10,20,43,44,12,19,107,43,35
PR,4107850,Flor da Serra do Sul,18,8,6,4,18,15,39,25,19,16,57,61,21,30,41,37,37,39
PR,4107900,Floresta,31,10,16,17,7,30,31,22,25,9,19,34,31,23,34,44,23,28
PR,4108007,Florestópolis,61,177,14,30,25,17,21,26,11,18,35,21,191,78,45,37,38,36
PR,4108106,Flórida,0,9,2,1,3,4,5,1,6,0,12,3,8,14,7,2,10,12
PR,4108205,Formosa do Oeste,28,19,9,26,20,29,24,23,25,14,22,55,45,20,31,36,23,15
PR,4108304,Foz do Iguaçu,2072,639,816,1099,1186,1486,1696,2388,2779,2409,2469,2865,2155,1885,2149,1991,2255,2589
PR,4108320,Francisco Alves,12,5,4,5,6,7,6,8,15,13,13,11,9,17,20,9,14,11
PR,4108403,Francisco Beltrão,867,336,555,714,855,1006,982,1118,1040,780,1049,1257,1207,970,1095,1047,1150,1404
PR,4108452,Foz do Jordão,3,2,1,4,6,9,22,8,31,3,12,45,23,18,30,12,20,16
PR,4108502,General Carneiro,112,63,62,56,53,63,66,66,61,41,130,108,106,95,81,100,102,117
PR,4108551,Godoy Moreira,1,0,1,1,0,0,1,0,4,0,0,3,1,0,1,0,1,3
PR,4108601,Goioerê,143,48,88,96,109,103,128,151,148,111,153,152,154,141,115,124,147,135
PR,4108650,Goioxim,5,1,2,5,2,3,9,6,9,8,3,21,6,7,5,10,4,13
PR,4108700,Grandes Rios,3,4,4,2,5,14,5,4,5,16,12,14,9,13,17,11,13,17
PR,4108809,Guaíra,178,80,70,105,94,102,180,162,225,152,202,228,167,157,120,137,161,168
PR,4108908,Guairaçá,39,24,66,25,72,37,64,14,24,18,34,23,33,70,33,24,44,26
PR,4108957,Guamiranga,10,2,4,11,25,22,25,19,9,10,21,32,22,22,26,14,18,29
PR,4109005,Guapirama,7,6,4,5,8,15,15,13,6,9,20,32,28,26,16,31,20,18
PR,4109104,Guaporema,3,1,0,1,2,6,11,10,4,1,2,7,3,10,4,7,10,10
PR,4109203,Guaraci,18,13,3,11,10,9,38,26,18,11,20,11,26,12,20,12,13,12
PR,4109302,Guaraniaçu,72,23,31,44,43,53,45,61,73,25,67,67,74,53,62,71,64,69
PR,4109401,Guarapuava,1224,550,723,1074,1152,1400,1535,1727,1865,1545,1821,1877,1710,1617,1512,1635,1824,2081
PR,4109500,Guaraqueçaba,0,4,0,2,0,0,7,8,1,4,4,5,5,5,5,9,5,3
PR,4109609,Guaratuba,155,70,64,92,95,116,170,319,424,690,298,235,126,250,188,165,224,284
PR,4109658,Honório Serpa,7,0,10,7,7,11,14,7,7,12,16,19,10,13,3,10,15,9
PR,4109708,Ibaiti,217,117,102,156,259,257,323,300,245,174,305,306,312,329,307,315,289,223
PR,4109757,Ibema,39,14,18,26,31,35,34,61,58,30,32,40,36,37,42,39,49,45
PR,4109807,Ibiporã,414,263,232,310,393,491,391,421,469,355,475,815,826,488,547,558,593,589
PR,4109906,Icaraíma,22,22,13,20,21,31,12,14,21,30,42,29,16,13,20,26,18,27
PR,4110003,Iguaraçu,70,13,28,47,40,29,37,90,25,28,88,45,13,16,33,71,60,125
PR,4110052,Iguatu,1,2,1,3,3,1,1,2,0,5,8,11,6,2,3,0,1,4
PR,4110078,Imbaú,40,17,23,34,27,60,64,59,111,57,89,76,59,82,55,51,78,66
PR,4110102,Imbituva,348,55,109,205,359,392,484,430,464,241,574,439,420,399,258,362,349,379
PR,4110201,Inácio Martins,58,31,24,31,31,47,31,47,49,52,45,82,58,65,48,89,89,54
PR,4110300,Inajá,2,0,1,2,1,4,0,2,0,0,0,8,3,2,0,1,2,2
PR,4110409,Indianópolis,12,29,14,20,28,58,25,40,25,20,28,32,48,38,45,38,37,30
PR,4110508,Ipiranga,24,13,15,10,20,41,24,29,21,27,61,64,60,67,84,54,37,74
PR,4110607,Iporã,53,18,14,26,26,59,76,77,60,51,99,113,125,72,85,58,93,125
PR,4110656,Iracema do Oeste,4,7,4,3,3,5,2,3,2,6,4,2,20,9,5,3,5,3
PR,4110706,Irati,532,121,154,175,194,251,277,533,431,247,302,451,353,342,313,346,316,436
PR,4110805,Iretama,23,14,7,19,14,17,26,78,68,37,26,38,46,33,28,38,18,78
PR,4110904,Itaguajé,4,14,4,2,3,1,2,3,7,5,9,24,8,47,25,5,1,9
PR,4110953,Itaipulândia,88,77,89,189,107,66,101,91,99,44,131,170,83,125,65,87,144,168
PR,4111001,Itambaracá,16,72,7,37,2,19,14,8,3,4,0,13,29,47,12,18,14,6
PR,4111100,Itambé,21,1,14,12,21,25,28,35,34,42,36,20,19,23,15,26,25,20
PR,4111209,Itapejara d'Oeste,120,70,59,71,115,83,101,115,92,84,118,143,133,115,102,123,127,160
PR,4111258,Itaperuçu,100,50,87,108,81,73,138,117,129,78,154,145,137,150,174,156,171,181
PR,4111308,Itaúna do Sul,4,17,7,3,8,7,8,16,19,5,11,14,8,6,11,7,13,13
PR,4111407,Ivaí,24,4,9,22,24,22,28,19,15,15,28,33,36,42,38,23,30,38
PR,4111506,Ivaiporã,136,47,44,76,99,133,135,150,140,192,190,221,192,152,183,176,194,227
PR,4111555,Ivaté,52,6,14,7,18,29,25,10,12,25,43,46,76,42,33,22,29,32
PR,4111605,Ivatuba,18,1,1,2,5,14,12,19,14,3,24,45,42,31,10,7,2,22
PR,4111704,Jaboti,9,5,4,7,5,9,3,11,6,4,5,10,76,13,19,8,13,14
PR,4111803,Jacarezinho,265,232,172,188,258,184,250,191,174,205,241,334,286,290,235,293,220,248
PR,4111902,Jaguapitã,321,110,153,220,317,105,188,230,236,291,283,208,289,317,305,288,76,123
PR,4112009,Jaguariaíva,358,133,132,169,227,245,259,419,484,328,403,595,366,361,351,355,416,393
PR,4112108,Jandaia do Sul,249,239,80,106,105,117,116,127,128,81,106,185,173,369,175,166,207,153
PR,4112207,Janiópolis,8,5,13,6,15,15,11,17,5,14,7,11,8,9,13,19,10,11
PR,4112306,Japira,13,0,2,1,11,3,6,9,8,6,26,16,20,10,10,12,11,13
PR,4112405,Japurá,73,24,23,26,43,102,110,230,136,36,70,130,82,81,63,70,65,103
PR,4112504,Jardim Alegre,38,31,35,51,63,34,40,43,55,35,39,67,80,51,40,50,67,42
PR,4112603,Jardim Olinda,4,2,6,0,2,6,10,7,40,22,23,23,0,5,0,13,1,4
PR,4112702,Jataizinho,37,24,25,30,19,18,52,45,36,22,73,38,48,32,35,23,34,40
PR,4112751,Jesuítas,46,27,16,20,9,18,11,16,13,16,32,25,42,40,45,53,35,33
PR,4112801,Joaquim Távora,117,53,138,198,87,92,107,92,150,151,83,155,112,125,130,171,133,128
PR,4112900,Jundiaí do Sul,0,0,0,1,2,2,0,1,0,0,5,2,1,0,1,1,1,0
PR,4112959,Juranda,28,11,12,11,14,25,17,40,27,24,30,17,22,18,12,22,30,24
PR,4113007,Jussara,75,126,48,38,66,73,80,87,56,34,25,75,103,62,41,39,59,70
PR,4113106,Kaloré,19,4,1,3,8,5,7,12,6,3,12,16,19,27,10,12,11,11
PR,4113205,Lapa,253,132,159,226,264,268,421,217,321,337,275,298,278,277,266,259,260,284
PR,4113254,Laranjal,21,3,1,1,14,3,7,9,9,1,7,20,19,8,6,2,8,15
PR,4113304,Laranjeiras do Sul,290,99,104,167,184,218,235,243,203,158,315,292,217,212,202,329,222,274
PR,4113403,Leópolis,11,1,3,1,4,10,3,7,1,0,2,10,13,6,1,5,1,3
PR,4113429,Lidianópolis,8,3,3,4,7,4,7,7,8,9,11,10,10,14,5,6,9,15
PR,4113452,Lindoeste,39,12,24,25,28,24,19,32,29,29,21,44,34,33,27,24,35,31
PR,4113502,Loanda,197,78,55,130,157,260,183,210,157,92,181,201,159,202,143,151,149,175
PR,4113601,Lobato,20,8,6,8,8,6,15,6,2,8,11,26,11,16,8,26,12,33
PR,4113700,Londrina,5862,2290,2467,3517,3656,5586,5767,6353,6624,4610,6594,7417,6889,5646,6644,6643,6804,7994
PR,4113734,Luiziana,13,8,10,10,6,13,20,11,18,10,23,44,19,18,11,23,19,21
PR,4113759,Lunardelli,1,0,3,1,2,5,3,0,1,3,2,6,6,2,0,6,4,6
PR,4113809,Lupionópolis,11,10,6,3,19,16,34,16,13,8,15,19,12,18,14,15,9,20
PR,4113908,Mallet,57,22,37,52,45,51,66,49,58,52,67,87,109,109,84,103,115,108
PR,4114005,Mamborê,24,17,16,30,23,31,26,21,41,20,38,53,34,35,22,24,18,38
PR,4114104,Mandaguaçu,156,41,93,122,170,167,174,172,158,129,161,202,163,188,190,185,170,245
PR,4114203,Mandaguari,354,237,188,215,354,377,345,333,409,329,529,651,375,374,308,411,456,358
PR,4114302,Mandirituba,135,52,40,93,131,211,199,231,244,117,224,317,244,163,157,188,205,189
PR,4114351,Manfrinópolis,18,8,4,5,1,11,30,11,16,19,15,17,35,49,9,13,15,20
PR,4114401,Mangueirinha,71,27,65,70,79,44,69,70,67,46,75,131,78,58,75,63,69,74
PR,4114500,Manoel Ribas,18,8,12,23,17,17,34,30,32,29,39,68,56,24,41,64,38,75
PR,4114609,Marechal Cândido Rondon,643,327,335,507,499,646,836,862,705,566,582,891,820,752,720,726,745,979
PR,4114708,Maria Helena,14,3,6,8,7,6,8,8,2,16,28,19,19,18,10,10,17,27
PR,4114807,Marialva,220,111,168,213,241,245,307,340,295,225,401,394,282,312,294,265,307,361
PR,4114906,Marilândia do Sul,38,2,8,15,10,6,14,26,16,11,21,37,18,24,15,28,9,34
PR,4115002,Marilena,55,33,22,17,31,66,53,63,28,18,32,77,47,28,57,30,51,33
PR,4115101,Mariluz,17,11,6,3,9,17,10,8,10,8,25,46,50,13,17,18,18,18
PR,4115200,Maringá,6464,2393,3041,3836,4411,5470,5959,6689,6638,4847,6702,7866,6420,5888,6560,6463,7304,8007
PR,4115309,Mariópolis,35,10,19,14,35,33,18,62,48,28,56,45,51,39,67,53,55,36
PR,4115358,Maripá,19,13,26,35,25,33,26,49,34,46,18,59,48,35,42,31,41,43
PR,4115408,Marmeleiro,66,31,71,96,112,109,119,115,100,77,159,180,139,115,121,118,145,145
PR,4115457,Marquinho,4,1,1,1,0,4,1,3,1,13,4,6,6,9,13,4,2,24
PR,4115507,Marumbi,17,102,51,18,33,32,21,17,22,3,34,135,64,113,48,33,41,37
PR,4115606,Matelândia,768,962,546,733,657,389,281,281,420,340,415,628,560,471,410,426,639,597
PR,4115705,Matinhos,180,86,83,123,110,165,215,246,365,720,246,234,318,175,211,166,219,235
PR,4115739,Mato Rico,0,3,0,2,0,1,1,0,0,0,3,2,5,2,1,1,0,4
PR,4115754,Mauá da Serra,31,23,19,19,34,125,68,51,49,34,39,52,30,62,43,61,44,64
PR,4115804,Medianeira,720,442,432,524,588,633,703,723,629,471,788,848,875,780,737,804,1219,1131
PR,4115853,Mercedes,28,6,15,25,28,22,39,53,26,28,32,56,45,22,32,29,35,45
PR,4115903,Mirador,13,33,8,2,6,9,3,6,4,6,7,15,18,8,21,35,24,9
PR,4116000,Miraselva,1,0,1,1,0,0,0,0,0,1,0,1,1,2,1,2,2,4
PR,4116059,Missal,33,22,38,58,45,44,70,77,41,47,52,76,54,55,65,58,45,65
PR,4116109,Moreira Sales,27,8,10,10,20,26,28,18,15,17,19,31,17,25,36,26,25,33
PR,4116208,Morretes,137,26,13,50,33,37,35,90,61,53,68,71,48,45,54,42,41,52
PR,4116307,Munhoz de Melo,15,0,9,4,13,7,9,9,2,4,19,28,3,0,9,12,14,11
PR,4116406,Nossa Senhora das Graças,1,3,5,2,1,2,1,1,2,0,1,3,1,5,0,1,3,4
PR,4116505,Nova Aliança do Ivaí,2,0,1,1,2,2,2,4,0,2,2,9,0,3,1,0,3,1
PR,4116604,Nova América da Colina,5,3,2,15,7,1,7,9,3,1,4,9,4,21,6,6,11,22
PR,4116703,Nova Aurora,113,49,93,119,112,113,120,112,70,96,85,84,119,144,152,159,155,133
PR,4116802,Nova Cantu,5,3,2,4,7,2,5,3,8,2,5,10,12,9,14,19,7,6
PR,4116901,Nova Esperança,116,48,66,75,99,175,134,144,149,93,189,187,141,129,160,136,172,172
PR,4116950,Nova Esperança do Sudoeste,35,20,10,12,8,23,21,39,26,13,41,26,38,18,29,30,32,28
PR,4117008,Nova Fátima,14,10,16,7,19,17,7,17,18,28,23,13,21,18,20,17,14,15
PR,4117057,Nova Laranjeiras,20,7,7,9,13,12,16,22,6,11,23,26,32,19,19,26,13,31
PR,4117107,Nova Londrina,159,142,33,58,102,86,111,152,84,75,101,186,187,114,133,73,90,91
PR,4117206,Nova Olímpia,40,18,18,8,10,15,19,19,18,22,16,27,26,19,20,14,51,53
PR,4117214,Nova Santa Bárbara,11,2,1,3,5,2,1,6,7,2,5,2,1,6,3,11,6,4
PR,4117222,Nova Santa Rosa,71,19,23,41,56,46,76,94,55,34,60,110,105,67,72,99,67,61
PR,4117255,Nova Prata do Iguaçu,42,20,35,63,75,57,70,62,67,36,88,57,84,75,61,61,47,52
PR,4117271,Nova Tebas,6,4,2,8,4,2,5,7,5,3,8,9,8,12,4,13,5,3
PR,4117297,Novo Itacolomi,3,2,19,11,22,14,13,10,3,11,7,9,8,9,9,4,6,18
PR,4117305,Ortigueira,626,64,162,595,677,407,668,569,798,355,390,1020,749,626,622,525,421,329
PR,4117404,Ourizona,6,1,1,4,2,10,3,9,6,6,5,10,5,4,4,11,7,5
PR,4117453,Ouro Verde do Oeste,8,11,16,16,20,6,12,40,13,14,17,25,23,20,10,10,27,44
PR,4117503,Paiçandu,254,105,115,138,207,222,199,314,313,199,216,251,204,275,211,259,247,255
PR,4117602,Palmas,469,125,277,361,513,450,508,477,433,404,489,544,642,425,561,498,371,666
PR,4117701,Palmeira,327,119,129,159,169,267,326,263,365,169,240,277,313,236,228,289,304,482
PR,4117800,Palmital,24,3,25,18,11,37,41,42,28,18,68,47,39,34,29,31,32,51
PR,4117909,Palotina,525,481,496,505,787,704,573,473,549,462,532,696,833,646,558,649,609,693
PR,4118006,Paraíso do Norte,485,152,103,58,79,67,51,67,59,101,77,216,409,83,113,102,145,51
PR,4118105,Paranacity,76,25,64,23,32,50,42,25,24,35,54,80,86,75,61,36,43,52
PR,4118204,Paranaguá,996,462,775,823,904,787,880,1035,1095,954,1011,1191,1176,1058,1108,1070,1203,1120
PR,4118303,Paranapoema,6,1,2,2,3,6,4,11,8,5,8,3,13,7,11,4,7,22
PR,4118402,Paranavaí,635,474,434,450,475,648,665,810,622,493,771,1002,766,781,773,901,863,882
PR,4118451,Pato Bragado,31,25,15,23,29,36,38,85,59,29,45,83,74,50,42,54,46,57
PR,4118501,Pato Branco,1233,478,709,827,1052,1198,1301,1616,1600,1104,1786,1986,1758,1658,1443,1516,1622,1806
PR,4118600,Paula Freitas,33,34,16,20,18,46,26,27,38,28,32,31,31,17,42,29,26,33
PR,4118709,Paulo Frontin,37,11,1,4,4,11,8,22,17,10,23,33,53,11,20,12,12,28
PR,4118808,Peabiru,24,6,10,24,33,50,68,47,45,47,51,66,46,51,35,43,52,58
PR,4118857,Perobal,14,7,12,22,12,20,17,38,15,6,23,34,28,20,15,23,23,24
PR,4118907,Pérola,74,15,13,28,29,51,94,86,58,27,63,100,58,97,51,62,72,56
PR,4119004,Pérola d'Oeste,25,13,22,9,18,7,15,14,20,11,21,30,18,16,24,20,26,28
PR,4119103,Piên,97,39,28,84,286,368,149,188,175,86,103,134,138,83,66,102,100,234
PR,4119152,Pinhais,1652,663,700,928,995,1419,1508,1797,1732,1279,1857,1967,1628,1523,1573,1695,1858,2041
PR,4119202,Pinhalão,6,8,12,6,11,19,10,24,5,7,7,13,20,28,17,17,16,16
